Projektnummer           	19038			
Sondierung              	CPTu_19			
Projektbezeichnung      				
Datum der Sondierung    	17-Sep-2019			
				
   Tiefe	    Conus	  Reibung	 PW-Druck	       Rf
     (m)	    (MPa)	    (MPa)	    (MPa)	      (%)
1,7	3,0057	0,1327	-0,0063	4,3301
1,72	2,9076	0,1261	-0,0015	4,2656
1,74	2,7667	0,1171	-0,0007	4,1111
1,76	2,6102	0,1044	-0,0006	3,88
1,78	2,4529	0,0923	-0,0006	3,6437
1,8	2,3212	0,0784	0	3,2868
1,82	2,1952	0,0718	0,0043	3,1866
1,84	2,0986	0,0651	0,0109	3,0387
1,86	2,0321	0,0608	0,012	2,9533
1,88	1,9669	0,0581	0,0132	2,9149
1,9	1,9055	0,058	0,015	3,0064
1,92	1,862	0,056	0,0161	2,9795
1,94	1,8414	0,0548	0,0169	2,9751
1,96	1,8505	0,0565	0,0175	3,0661
1,98	1,8643	0,0557	0,0181	3,0222
2	1,8414	0,0548	0,0183	2,9784
2,02	1,8402	0,054	0,0179	2,9345
2,04	1,8494	0,064	0,0171	3,4679
2,06	1,8533	0,065	0,0166	3,4972
2,08	1,8163	0,0571	0,0148	3,082
2,1	1,7792	0,0579	0,0129	3,1257
2,12	1,7421	0,0686	0,0111	3,7043
2,14	1,6514	0,0597	0,0137	3,517
2,16	1,553	0,0503	0,0162	3,2003
2,18	1,6091	0,0486	0,0176	3,077
2,2	1,9046	0,05	0,0187	2,7695
2,22	2,5177	0,0522	0,0193	2,2558
2,24	3,5087	0,0509	-0,0001	1,5881
2,26	4,4633	0,0462	-0,0429	1,0807
2,28	4,9549	0,0453	-0,0553	0,9312
2,3	5,3321	0,0437	-0,0614	0,8386
2,32	5,7899	0,0442	-0,0618	0,7762
2,34	6,2341	0,0507	-0,0613	0,823
2,36	6,5198	0,0592	-0,0597	0,9141
2,38	6,8036	0,0658	-0,0592	0,9816
2,4	7,4861	0,0701	-0,0594	0,9651
2,42	8,6911	0,0739	-0,0589	0,8921
2,44	10,1108	0,0759	-0,0614	0,7906
2,46	11,0503	0,0793	-0,0677	0,7346
2,48	11,8972	0,0847	-0,0715	0,729
2,5	12,5175	0,0929	-0,0718	0,7505
2,52	12,7016	0,1031	-0,0706	0,8125
2,54	12,6152	0,109	-0,0694	0,862
2,56	12,5852	0,1122	-0,0688	0,8922
2,58	12,6592	0,1161	-0,0682	0,9194
2,6	12,7935	0,1217	-0,0675	0,9544
2,62	12,8867	0,1151	-0,0668	0,8956
2,64	12,846	0,1021	-0,066	0,7917
2,66	12,6583	0,0857	-0,0653	0,6722
2,68	12,3857	0,0704	-0,0646	0,5624
2,7	12,2677	0,0677	-0,0641	0,5477
2,72	11,5169	0,0776	-0,0636	0,6542
2,74	10,1477	0,0842	-0,0631	0,7731
2,76	10,3084	0,0833	-0,0604	0,8191
2,78	8,882	0,0915	-0,0576	1,0022
2,8	8,4773	0,0959	-0,0527	1,0934
2,82	7,2573	0,0872	-0,0515	1,1214
2,84	6,6396	0,0786	-0,051	1,1503
2,86	6,2481	0,0613	-0,0502	0,9571
2,88	5,8114	0,0626	-0,0501	1,0443
2,9	5,4248	0,067	-0,0502	1,1988
2,92	5,0229	0,0656	-0,0506	1,1973
2,94	4,5936	0,0622	-0,0504	1,1205
2,96	4,4355	0,0589	-0,05	1,0436
2,98	4,6616	0,0555	-0,0489	0,9668
3	5,4048	0,0521	-0,0488	0,89
3,02	6,2364	0,0487	-0,0506	0,8132
3,04	6,5843	0,0454	-0,0529	0,7373
3,06	6,9322	0,0414	-0,0553	0,6724
3,08	7,2802	0,0387	-0,0577	0,6293
3,1	7,6281	0,0366	-0,06	0,5956
3,12	7,976	0,0414	-0,0624	0,6725
3,14	8,3239	0,0502	-0,0648	0,8161
3,16	8,5305	0,0595	-0,0645	0,7006
3,18	8,5601	0,0695	-0,0641	0,8117
3,2	8,517	0,075	-0,0637	0,8783
3,22	8,4039	0,0791	-0,0636	0,9383
3,24	8,3329	0,0821	-0,0632	0,984
3,26	8,2801	0,082	-0,0628	0,987
3,28	8,206	0,0816	-0,0625	0,9925
3,3	8,1527	0,0826	-0,0622	1,0114
3,32	7,9657	0,0806	-0,0617	1,0037
3,34	7,7685	0,0797	-0,0614	1,0162
3,36	7,5616	0,0789	-0,0611	1,0335
3,38	7,3018	0,081	-0,0607	1,0938
3,4	6,9408	0,0863	-0,0604	1,2162
3,42	6,3738	0,0847	-0,0601	1,2823
3,44	5,8293	0,079	-0,0596	1,3188
3,46	5,7093	0,0752	-0,059	1,3132
3,48	5,6935	0,0719	-0,058	1,2617
3,5	5,8781	0,0661	-0,0571	1,1457
3,52	6,2574	0,0555	-0,0574	0,9058
3,54	6,7054	0,049	-0,0574	0,7472
3,56	6,9727	0,0563	-0,0577	0,8135
3,58	6,9428	0,0667	-0,059	0,9519
3,6	6,5592	0,08	-0,06	1,1848
3,62	5,9647	0,094	-0,0601	1,5157
3,64	5,3838	0,103	-0,0601	1,8375
3,66	4,8436	0,1012	-0,0599	2,0086
3,68	4,5104	0,088	-0,0596	1,9041
3,7	4,3561	0,0753	-0,0585	1,7146
3,72	4,6827	0,0652	-0,0567	1,4505
3,74	5,5449	0,0608	-0,0564	1,1594
3,76	6,9727	0,057	-0,0572	0,8953
3,78	8,0169	0,0526	-0,0599	0,6823
3,8	8,9963	0,0528	-0,0607	0,6071
3,82	9,8734	0,061	-0,061	0,6312
3,84	10,5298	0,0729	-0,0612	0,6993
3,86	11,0011	0,0799	-0,0611	0,7319
3,88	11,4793	0,0803	-0,061	0,709
3,9	12,3134	0,0837	-0,0609	0,6927
3,92	13,3991	0,0753	-0,0606	0,579
3,94	14,7572	0,0661	-0,0601	0,459
3,96	16,2632	0,0754	-0,0594	0,467
3,98	17,4466	0,0941	-0,0594	0,542
4	18,319	0,1101	-0,0592	0,6147
4,02	18,7216	0,127	-0,0568	0,6806
4,04	18,8395	0,1355	-0,0541	0,7265
4,06	19,1803	0,139	-0,0524	0,7309
4,08	20,2292	0,1445	-0,0515	0,7175
4,1	20,7727	0,154	-0,0507	0,7442
4,12	21,4427	0,1643	-0,05	0,7717
4,14	22,3765	0,1775	-0,0489	0,8006
4,16	23,1803	0,19	-0,0478	0,8246
4,18	23,4431	0,2007	-0,0469	0,8566
4,2	23,371	0,2093	-0,0463	0,8941
4,22	23,035	0,2129	-0,0454	0,9209
4,24	22,5018	0,2138	-0,0448	0,9447
4,26	21,6589	0,2105	-0,0443	0,9623
4,28	20,5562	0,2049	-0,0437	0,9833
4,3	19,4243	0,1975	-0,0432	1,0011
4,32	18,5955	0,1885	-0,0426	1,0003
4,34	17,796	0,1788	-0,0421	0,9894
4,36	16,8921	0,1683	-0,0416	0,9713
4,38	15,7958	0,1575	-0,0413	0,9638
4,4	14,5427	0,1479	-0,0409	0,9743
4,42	13,2348	0,1341	-0,0403	0,968
4,44	12,0221	0,1213	-0,04	0,9604
4,46	10,8749	0,1119	-0,0397	0,9792
4,48	9,7201	0,1069	-0,0394	1,0436
4,5	8,6436	0,1046	-0,0392	1,1468
4,52	7,6597	0,097	-0,0389	1,2067
4,54	7,0522	0,0867	-0,0384	1,195
4,56	6,7122	0,0753	-0,037	1,1021
4,58	6,4574	0,0676	-0,0353	1,0282
4,6	6,2255	0,0677	-0,0415	1,0637
4,62	5,7827	0,0594	-0,0474	0,9987
4,64	5,1373	0,0487	-0,0476	0,9072
4,66	4,4557	0,0429	-0,0469	0,9202
4,68	3,9186	0,0477	-0,0458	1,1839
4,7	3,7389	0,0484	-0,0439	1,2855
4,72	3,8671	0,0458	-0,0484	1,1919
4,74	3,917	0,0425	-0,0549	1,105
4,76	3,9669	0,0438	-0,0648	1,1336
4,78	3,6463	0,0471	-0,0734	1,2387
4,8	3,1579	0,0552	-0,073	1,6443
4,82	2,5784	0,0586	-0,0726	2,1002
4,84	2,1378	0,0547	-0,072	2,4173
4,86	1,7861	0,0473	-0,0703	2,4775
4,88	1,4427	0,0384	-0,0695	2,4657
4,9	1,1563	0,0274	-0,0678	2,1881
4,92	0,975	0,0213	-0,0664	2,0673
4,94	0,8792	0,0172	-0,0651	1,8956
4,96	0,8287	0,0154	-0,0636	1,829
4,98	0,8012	0,0148	-0,0622	1,8203
5	0,7757	0,0142	-0,0609	1,8095
5,02	0,7615	0,0145	-0,0596	1,9045
5,04	0,7614	0,0155	-0,0581	2,0405
5,06	0,7689	0,0166	-0,0564	2,1696
5,08	0,782	0,0176	-0,0548	2,2757
5,1	0,8113	0,0191	-0,0532	2,3981
5,12	0,8482	0,0205	-0,0514	2,4607
5,14	0,8873	0,0214	-0,0496	2,4636
5,16	0,9203	0,0223	-0,0476	2,4569
5,18	0,959	0,0227	-0,0454	2,4195
5,2	1,0034	0,0232	-0,0433	2,3498
5,22	1,0356	0,0234	-0,0407	2,2799
5,24	1,0504	0,0234	-0,0382	2,2387
5,26	1,0512	0,0233	-0,0357	2,2208
5,28	1,0575	0,0222	-0,0327	2,1045
5,3	1,0788	0,0207	-0,0296	1,9348
5,32	1,0908	0,0203	-0,026	1,8679
5,34	1,0914	0,0198	-0,0223	1,8093
5,36	1,0781	0,0193	-0,0182	1,781
5,38	1,0726	0,0187	-0,0137	1,7472
5,4	1,0735	0,0177	-0,0089	1,6515
5,42	1,0677	0,0165	-0,0036	1,5384
5,44	1,0465	0,0153	0,0021	1,4489
5,46	1,0181	0,0143	0,0076	1,3837
5,48	0,9876	0,0137	0,0141	1,3694
5,5	0,9678	0,0132	0,0212	1,3499
5,52	0,9543	0,0131	0,0296	1,359
5,54	0,9492	0,0128	0,0391	1,3477
5,56	0,9633	0,0127	0,0503	1,3289
5,58	0,9797	0,0127	0,0643	1,3012
5,6	0,9871	0,0132	0,0789	1,3408
5,62	0,9967	0,0135	0,0992	1,3701
5,64	0,9988	0,0139	0,1184	1,3973
5,66	1,0037	0,0146	0,1386	1,4613
5,68	1,0019	0,0161	0,1575	1,6082
5,7	0,9896	0,0169	0,179	1,6997
5,72	0,9702	0,0177	0,2204	1,7936
5,74	0,9291	0,0186	0,2696	1,8804
5,76	0,888	0,0184	0,3219	1,9107
5,78	0,9236	0,0195	0,3622	2,1259
5,8	0,9295	0,0209	0,3825	2,2566
5,82	0,9433	0,0219	0,3944	2,3316
5,84	0,9613	0,0222	0,3841	2,3236
5,86	0,9633	0,0232	0,4002	2,4122
5,88	0,9699	0,0244	0,3968	2,5224
5,9	0,9841	0,0248	0,4075	2,5415
5,92	0,9918	0,0249	0,4138	2,5286
5,94	1,0019	0,0251	0,4182	2,5158
5,96	0,9993	0,0261	0,4272	2,6109
5,98	1,0021	0,0271	0,4399	2,707
6	1,0209	0,0279	0,4413	2,7622
6,02	1,0615	0,029	0,4347	2,8717
6,04	1,1021	0,0301	0,4282	2,983
6,06	1,1405	0,0317	0,4373	2,8987
6,08	1,1669	0,0332	0,4196	2,866
6,1	1,1756	0,0346	0,4309	2,9429
6,12	1,1764	0,0358	0,4423	3,0456
6,14	1,1815	0,0367	0,4406	3,1187
6,16	1,1804	0,0367	0,4471	3,1003
6,18	1,168	0,0364	0,4493	3,105
6,2	1,1441	0,0368	0,4669	3,1931
6,22	1,1265	0,0357	0,485	3,1473
6,24	1,105	0,0348	0,5027	3,1273
6,26	1,1071	0,0335	0,5212	3,0461
6,28	1,1337	0,0331	0,5142	2,9447
6,3	1,1305	0,032	0,5359	2,8242
6,32	1,1371	0,0317	0,5458	2,7963
6,34	1,1496	0,0314	0,5466	2,7447
6,36	1,1682	0,0318	0,5453	2,7309
6,38	1,1786	0,031	0,5281	2,6409
6,4	1,1929	0,0313	0,5215	2,6385
6,42	1,1964	0,0311	0,5094	2,6095
6,44	1,1996	0,0313	0,5078	2,6128
6,46	1,2097	0,0313	0,5106	2,5925
6,48	1,2198	0,0309	0,4923	2,5467
6,5	1,2486	0,0322	0,462	2,6135
6,52	1,2649	0,035	0,4742	2,7783
6,54	1,214	0,0378	0,4946	3,0519
6,56	1,2376	0,041	0,5005	3,339
6,58	1,2692	0,0431	0,4591	3,4335
6,6	1,2837	0,0435	0,4121	3,3958
6,62	1,2708	0,0445	0,3908	3,4722
6,64	1,2744	0,0439	0,3801	3,4339
6,66	1,2615	0,0408	0,3894	3,2277
6,68	1,2308	0,0393	0,4183	3,1793
6,7	1,2343	0,0399	0,4168	3,2461
6,72	1,254	0,0399	0,3973	3,1974
6,74	1,2642	0,0404	0,3651	3,1968
6,76	1,2301	0,0389	0,3937	3,1327
6,78	1,2279	0,0376	0,396	3,0652
6,8	1,2222	0,0342	0,4091	2,8002
6,82	1,2109	0,0307	0,4112	2,5351
6,84	1,289	0,0297	0,4001	2,3908
6,86	1,2921	0,0315	0,4082	2,3897
6,88	1,258	0,0375	0,4602	3,0368
6,9	1,33	0,0392	0,4105	3,1683
6,92	1,4019	0,0405	0,3608	3,2721
6,94	1,4668	0,042	0,3103	2,8962
6,96	1,4699	0,043	0,3131	2,8444
6,98	1,4097	0,0451	0,4586	3,1609
7	1,4123	0,0465	0,4278	3,3048
7,02	1,4294	0,0501	0,425	3,514
7,04	1,4512	0,0535	0,3995	3,7022
7,06	1,4675	0,0543	0,3541	3,711
7,08	1,4529	0,057	0,3524	3,9197
7,1	1,4667	0,06	0,3301	4,0869
7,12	1,4358	0,0627	0,3472	4,341
7,14	1,4331	0,0625	0,3609	4,3717
7,16	1,4379	0,0599	0,3158	4,181
7,18	1,4314	0,0574	0,2978	3,9704
7,2	1,3743	0,0571	0,3288	4,1107
7,22	1,3347	0,0545	0,3813	4,0415
7,24	1,3118	0,0505	0,4114	3,8491
7,26	1,3273	0,0502	0,4205	3,8112
7,28	1,3757	0,0523	0,3884	3,8581
7,3	1,4174	0,0531	0,3714	3,7715
7,32	1,4505	0,0515	0,3394	3,5776
7,34	1,5098	0,05	0,266	3,3567
7,36	1,5574	0,0506	0,2368	3,2754
7,38	1,5993	0,048	0,2174	3,0232
7,4	1,6126	0,0453	0,1942	2,8261
7,42	1,6159	0,0478	0,1726	2,9765
7,44	1,6649	0,0527	0,1528	3,1943
7,46	1,6459	0,052	0,1532	3,1261
7,48	1,6479	0,0519	0,1339	3,1617
7,5	1,6723	0,0479	0,0809	2,8768
7,52	1,6643	0,0518	0,0775	3,1004
7,54	1,7132	0,0577	0,0961	3,4359
7,56	1,8644	0,0636	0,0082	3,5325
7,58	2,0046	0,0716	0,0102	3,6451
7,6	2,0707	0,0876	-0,0396	4,2433
7,62	2,1125	0,1011	-0,0598	4,7227
7,64	2,0411	0,1156	-0,0662	5,6209
7,66	2,003	0,1182	-0,0601	5,8437
7,68	1,9607	0,1101	-0,0601	5,5996
7,7	1,9014	0,106	-0,059	5,4799
7,72	1,8056	0,097	-0,0573	5,2358
7,74	1,7289	0,0896	-0,0506	5,0524
7,76	1,6898	0,0889	-0,0409	5,24
7,78	1,7491	0,1003	-0,0429	5,8549
7,8	1,8194	0,1077	-0,0329	6,0231
7,82	1,8296	0,1095	-0,0302	6,0079
7,84	1,8881	0,0983	-0,0344	5,379
7,86	1,9466	0,1015	-0,0332	5,4779
7,88	2,0357	0,1025	-0,02	5,1057
7,9	2,1613	0,0913	-0,0169	4,2739
7,92	2,3064	0,1039	-0,0204	4,6356
7,94	2,7006	0,1248	-0,0412	4,8208
7,96	3,0091	0,1402	-0,0492	4,7519
7,98	3,0979	0,1543	-0,0618	4,9193
8	2,8736	0,1595	-0,0745	5,4795
8,02	2,7133	0,1562	-0,0709	5,6809
8,04	2,5855	0,1447	-0,0652	5,5457
8,06	2,5139	0,1271	-0,0589	5,0379
8,08	2,4759	0,1243	-0,0505	5,0007
8,1	2,444	0,1377	-0,0397	5,6215
8,12	2,4641	0,1465	-0,0352	5,9681
8,14	2,5293	0,1448	-0,0325	5,7698
8,16	2,5953	0,1306	-0,0295	5,0751
8,18	2,6603	0,1273	-0,0218	4,8361
8,2	2,7743	0,1414	-0,0054	5,1738
8,22	2,9242	0,1512	0,0147	5,2477
8,24	3,0446	0,1539	0,0154	5,0945
8,26	3,0748	0,1516	0,0034	4,9279
8,28	3,0257	0,1552	-0,0167	5,1073
8,3	2,9862	0,1539	-0,0133	5,1294
8,32	2,8796	0,1488	-0,0128	5,1164
8,34	2,7575	0,1435	0,0006	5,156
8,36	2,671	0,1345	0,0156	4,9993
8,38	2,5907	0,1306	0,0485	4,9945
8,4	2,5379	0,1235	0,0804	4,8394
8,42	2,5751	0,1247	0,0983	4,9024
8,44	2,7403	0,1164	0,1015	4,3565
8,46	2,8383	0,1128	0,0664	3,9879
8,48	2,853	0,104	0,0232	3,6534
8,5	2,719	0,1146	0,0023	4,1392
8,52	2,671	0,1181	0,0388	4,4003
8,54	2,6908	0,1109	0,0591	4,141
8,56	2,9891	0,1033	0,0288	3,619
8,58	2,9459	0,1029	0,0074	3,4028
8,6	2,9532	0,1062	0,0156	3,7853
8,62	3,1853	0,108	0,0031	3,5014
8,64	2,832	0,1073	-0,0048	3,7963
8,66	2,9765	0,1059	-0,0123	3,4462
8,68	2,7458	0,0906	-0,0163	3,1356
8,7	2,5917	0,0754	0,0025	2,825
8,72	2,529	0,0776	-0,0063	3,073
8,74	2,1863	0,0758	-0,0179	3,2782
8,76	1,9096	0,0738	0,0253	3,7479
8,78	1,8337	0,0692	0,1189	3,6645
8,8	1,7722	0,0634	0,2126	3,3577
8,82	1,6866	0,0608	0,3148	3,5288
8,84	1,663	0,0626	0,3382	3,7722
8,86	1,5842	0,0663	0,3857	4,1398
8,88	1,5795	0,0653	0,4166	4,1906
8,9	1,6431	0,0731	0,4212	4,5107
8,92	1,7733	0,08	0,4097	4,6256
8,94	2,0196	0,0828	0,3483	4,278
8,96	2,2726	0,0865	0,2621	3,8961
8,98	2,2638	0,0827	0,1093	3,5577
9	2,1252	0,0851	0,1416	3,9303
9,02	1,8369	0,0762	0,1791	4,0409
9,04	1,6968	0,0638	0,2822	3,6945
9,06	1,6843	0,0543	0,3649	3,2355
9,08	1,788	0,0585	0,3923	3,3438
9,1	2,1019	0,0558	0,3443	2,8781
9,12	2,4497	0,0484	0,1084	2,013
9,14	2,2889	0,0575	0,0091	2,3659
9,16	1,7687	0,063	0,002	3,2204
9,18	1,607	0,0607	0,0918	3,7052
9,2	1,6096	0,0623	0,2341	3,8891
9,22	1,6853	0,0738	0,247	4,4607
9,24	1,7784	0,0865	0,3255	4,9025
9,26	1,8786	0,1017	0,3859	5,504
9,28	2,0582	0,1079	0,3791	5,3689
9,3	2,2416	0,1126	0,3372	5,1259
9,32	2,3731	0,1131	0,307	4,8471
9,34	2,5288	0,0923	0,2795	3,7444
9,36	2,7605	0,0859	0,2197	3,2172
9,38	2,8901	0,0845	0,1567	2,9599
9,4	2,9393	0,0818	0,017	2,8036
9,42	2,6883	0,0693	0,0117	2,45
9,44	2,3382	0,0643	0,026	2,6199
9,46	2,1355	0,0595	0,0259	2,6939
9,48	1,7243	0,0609	0,2728	3,1044
9,5	1,5123	0,0569	0,371	3,7495
9,52	1,5368	0,0601	0,3749	3,9327
9,54	1,9743	0,055	0,356	2,9643
9,56	2,3534	0,056	0,1738	2,5298
9,58	2,2868	0,0545	-0,0351	2,2933
9,6	1,6973	0,0525	-0,0536	2,4419
9,62	1,5514	0,0463	0,0126	2,4513
9,64	1,5436	0,0402	0,0994	2,4608
9,66	1,5614	0,0368	0,1998	2,3579
9,68	1,5682	0,0372	0,2415	2,386
9,7	1,5388	0,0386	0,2985	2,4909
9,72	1,5415	0,041	0,4211	2,6697
9,74	1,5483	0,0505	0,5438	3,2907
9,76	1,5617	0,0528	0,6511	3,3991
9,78	1,5991	0,0565	0,6655	3,554
9,8	1,6436	0,0566	0,5753	3,4672
9,82	1,6899	0,0595	0,4778	3,5374
9,84	1,6969	0,0651	0,5266	3,8289
9,86	1,6921	0,0642	0,5193	3,7941
9,88	1,6668	0,0568	0,5028	3,389
9,9	1,6167	0,0505	0,4638	3,1064
9,92	1,5602	0,0519	0,4934	3,3011
9,94	1,5143	0,0506	0,5449	3,3257
9,96	1,5154	0,0516	0,5838	3,4059
9,98	1,5556	0,0529	0,591	3,4285
10	1,6416	0,0553	0,5653	3,4133
10,02	1,6832	0,0576	0,5562	3,4351
10,04	1,6858	0,055	0,5446	3,2664
10,06	1,6801	0,0523	0,5389	3,1022
10,08	1,6502	0,0515	0,5301	3,1056
10,1	1,6151	0,052	0,5487	3,1976
10,12	1,5867	0,0489	0,5869	3,0688
10,14	1,5765	0,049	0,5911	3,114
10,16	1,5903	0,0517	0,5668	3,2603
10,18	1,6156	0,0525	0,5692	3,2656
10,2	1,6484	0,0507	0,5562	3,0863
10,22	1,6517	0,0491	0,5346	2,9698
10,24	1,641	0,0495	0,5312	3,0086
10,26	1,6186	0,0505	0,5508	3,1105
10,28	1,6138	0,0525	0,6056	3,2552
10,3	1,6701	0,0525	0,6042	3,1942
10,32	1,7348	0,0536	0,5828	3,1273
10,34	1,7878	0,0532	0,5645	2,9977
10,36	1,8145	0,0553	0,5571	3,0657
10,38	1,8448	0,0567	0,5559	3,0893
10,4	1,8622	0,055	0,5497	2,9632
10,42	1,8833	0,0544	0,541	2,8974
10,44	1,89	0,0546	0,5037	2,8853
10,46	1,8794	0,0534	0,492	2,8388
10,48	1,8528	0,0547	0,5051	2,9287
10,5	1,8206	0,0537	0,5493	2,9448
10,52	1,8445	0,0527	0,55	2,8767
10,54	1,865	0,0562	0,552	3,0475
10,56	1,8727	0,0604	0,5295	3,2679
10,58	1,8534	0,0647	0,5507	3,4882
10,6	1,8302	0,0868	0,5765	4,7417
10,62	1,8072	0,0975	0,6046	5,3948
10,64	1,9429	0,099	0,4438	5,5266
10,66	2,3316	0,0976	0,2136	5,4561
10,68	2,7203	0,0863	-0,0165	4,8224
10,7	2,7765	0,0733	-0,0267	2,5936
10,72	2,4992	0,066	0,0217	2,5861
10,74	2,2401	0,0623	0,1421	2,7299
10,76	2,0715	0,0593	0,2588	2,8223
10,78	2,0131	0,0613	0,3591	3,0349
10,8	2,0534	0,0626	0,4068	3,0669
10,82	2,1019	0,0628	0,4616	2,9998
10,84	2,1512	0,0638	0,4895	2,9801
10,86	2,21	0,0625	0,5031	2,8461
10,88	2,2805	0,0607	0,4848	2,6812
10,9	2,3121	0,061	0,4477	2,6408
10,92	2,273	0,0571	0,4169	2,4936
10,94	2,1988	0,0545	0,41	2,4475
10,96	2,0787	0,0534	0,4303	2,5232
10,98	1,9665	0,0537	0,4664	2,6959
11	1,9194	0,0522	0,5278	2,7113
11,02	1,9117	0,0512	0,577	2,6809
11,04	1,9279	0,0519	0,5937	2,6936
11,06	1,951	0,0538	0,5985	2,7687
11,08	1,998	0,0561	0,5964	2,8218
11,1	2,0814	0,0582	0,5653	2,826
11,12	2,2059	0,0569	0,4956	2,6187
11,14	2,3045	0,0532	0,4421	2,333
11,16	2,3549	0,0541	0,4239	2,3072
11,18	2,3657	0,0533	0,4288	2,2549
11,2	2,3594	0,0463	0,4181	1,9545
11,22	2,273	0,042	0,4041	1,811
11,24	2,0856	0,0384	0,4364	1,7793
11,26	1,9178	0,0351	0,4728	1,7752
11,28	1,752	0,034	0,5429	1,8789
11,3	1,6012	0,0353	0,6082	2,1513
11,32	1,5412	0,036	0,6552	2,3266
11,34	1,5477	0,04	0,686	2,5971
11,36	1,6119	0,0429	0,7049	2,7077
11,38	1,7304	0,0465	0,7075	2,7422
11,4	1,8509	0,0522	0,6925	2,8698
11,42	1,9845	0,0576	0,6381	2,9683
11,44	2,1246	0,0592	0,6133	2,8577
11,46	2,233	0,0622	0,5654	2,8718
